CODE_LIGNE;LIB_LIGNE;CATLIG;RG_TRONCON;PKD;PKF;IDGAIA;X_D_L93;Y_D_L93;X_F_L93;Y_F_L93;X_D_WGS84;Y_D_WGS84;X_F_WGS84;Y_F_WGS84;C_GEO_D;C_GEO_F
908320;908320;Ligne à grande vitesse;1;000+000;002+020;7782cc60-e28c-11e8-92ff-01b064e0362d;857023.9615999982;6436144.080600001;855903.2550000027;6434653.5964;4.993155373827457;45.006691641287226;4.9784619273736;44.99352968163599;45.006691641287226, 4.993155373827457;44.99352968163599, 4.9784619273736
5000;5000;Ligne à grande vitesse;1;000+000;406+015;777a2f3e-e28c-11e8-92ff-01b064e0362d;673778.3242999986;6863983.0814;1046941.0414000005;6852414.1186;2.6424988414642216;48.87533659476043;7.7151160800197625;48.67863056755362;48.87533659476043, 2.6424988414642216;48.67863056755362, 7.7151160800197625
429000;429000;Ligne à grande vitesse;1;130+273;179+646;777aa766-e28c-11e8-92ff-01b064e0362d;559735.7956999987;6777879.266100001;511747.9017999992;6775366.548900001;1.1160242623217984;48.086228918195594;0.4729329111361345;48.05156627519086;48.086228918195594, 1.1160242623217984;48.05156627519086, 0.4729329111361345
752330;752330;Ligne à grande vitesse;1;380+500;387+100;7782ff2a-e28c-11e8-92ff-01b064e0362d;845539.8685000017;6534389.0735;846812.0187000036;6527909.419100001;4.877079523246545;45.893609178211385;4.891479167107207;45.835003681058964;45.893609178211385, 4.877079523246545;45.835003681058964, 4.891479167107207
431300;431300;Ligne à grande vitesse;1;000+000;001+864;777aafe4-e28c-11e8-92ff-01b064e0362d;647550.6466000006;6848978.257599998;646036.8259000033;6847980.826200001;2.2867782128655367;48.73879264781407;2.266320020984991;48.72969720444366;48.73879264781407, 2.2867782128655367;48.72969720444366, 2.266320020984991
431305;431305;Ligne à grande vitesse;1;128+861;130+409;777ab1b8-e28c-11e8-92ff-01b064e0362d;560395.0552000031;6777033.488699999;559623.2150999978;6777811.233199999;1.125145531206429;48.07876142332706;1.1145345121493067;48.0855927129065;48.07876142332706, 1.125145531206429;48.0855927129065, 1.1145345121493067
837000;837000;Ligne à grande vitesse;1;;;;684673.9869000018;6174566.9998;688438.3288000003;6150538.638799999;2.8132743184044537;42.67057483023673;2.8596576753940806;42.454634875100865;42.67057483023673, 2.8132743184044537;42.454634875100865, 2.8596576753940806
226305;226305;Ligne à grande vitesse;1;;;;684762.9184999987;6961069.090399999;684786.7141999975;6961680.809599999;2.788717955268675;49.74840606941014;2.7890252489488203;49.75390280707333;49.74840606941014, 2.788717955268675;49.75390280707333, 2.7890252489488203
5315;5315;Ligne à grande vitesse;1;;;;773214.5530000031;6901658.3336;775563.5223999992;6902672.920400001;4.004681314568304;49.210444409118836;4.037094074731081;49.21929189223826;49.210444409118836, 4.004681314568304;49.21929189223826, 4.037094074731081
5317;5317;Ligne à grande vitesse;1;;;;773690.0795999989;6901423.135600001;772405.3835000023;6902105.835499998;4.011164654488634;49.20827554237201;3.9936559956053936;49.21455924201552;49.20827554237201, 4.011164654488634;49.21455924201552, 3.9936559956053936
226000;226000;Ligne à grande vitesse;1;;;;658068.1257999986;6878022.064300001;719768.0033000037;7052797.192299999;2.42692608412254;49.000748150649365;3.2785963626118297;50.57200603375194;49.000748150649365, 2.42692608412254;50.57200603375194, 3.2785963626118297
777300;777300;Ligne à grande vitesse;1;;;;839838.7906000018;6575214.113899998;845697.7075000033;6576011.496100001;4.815682114018428;46.26233384690231;4.89197442861596;46.26827361207565;46.26233384690231, 4.815682114018428;46.26827361207565, 4.89197442861596
5343;5343;Ligne à grande vitesse;1;;;;951595.2518000007;6879409.669100001;953989.3596000001;6879545.9454;6.437212033280549;48.96534573730955;6.469959419643305;48.96562870855198;48.96534573730955, 6.437212033280549;48.96562870855198, 6.469959419643305
5329;5329;Ligne à grande vitesse;1;;;;798407.9588000029;6887029.769499999;800167.1589000002;6886378.623199999;4.346913540028414;49.07556390095563;4.370832277828528;49.06943786064801;49.07556390095563, 4.346913540028414;49.06943786064801, 4.370832277828528
833300;833300;Ligne à grande vitesse;1;;;;749914.8570000008;6764147.235800002;751723.3935000002;6763976.820099998;3.668985743237978;47.975811117887964;3.693203447375572;47.9741371785845;47.975811117887964, 3.668985743237978;47.9741371785845, 3.693203447375572
226306;226306;Ligne à grande vitesse;1;;;;690664.6675999984;7010345.517299999;683232.2511000037;7017347.274;2.8694233116571515;50.19114004416671;2.7651726239029286;50.25385750780973;50.19114004416671, 2.8694233116571515;50.25385750780973, 2.7651726239029286
5000;5000;Ligne à grande vitesse;1;;;;673778.3242999986;6863983.0814;1046941.0414000005;6852414.1186;2.6424988414642216;48.87533659476043;7.7151160800197625;48.67863056755362;48.87533659476043, 2.6424988414642216;48.67863056755362, 7.7151160800197625
779300;779300;Ligne à grande vitesse;1;;;;838909.8699999973;6577498.4591999985;838303.7594000027;6575935.4463;4.80430273923849;46.2830901805493;4.795970997936117;46.26914367716996;46.2830901805493, 4.80430273923849;46.26914367716996, 4.795970997936117
14000;14000;Ligne à grande vitesse;1;;;;874246.2220999971;6681797.599399999;996308.1374000013;6729929.189399999;5.302550866282174;47.21360702450679;6.945157133678401;47.60310931058609;47.21360702450679, 5.302550866282174;47.60310931058609, 6.945157133678401
752000;752000;Ligne à grande vitesse;1;;;;668306.9003999978;6836569.050799999;890922.1772999987;6253318.768599998;2.5699394899634704;48.62853150748475;5.354034571629331;43.353395118070125;48.62853150748475, 2.5699394899634704;43.353395118070125, 5.354034571629331
752308;752308;Ligne à grande vitesse;1;;;;681894.3254000023;6845573.632199999;680067.2951999977;6841257.744600002;2.7539320723571183;48.71004734575978;2.7293028073222545;48.67117446851843;48.71004734575978, 2.7539320723571183;48.67117446851843, 2.7293028073222545
752350;752350;Ligne à grande vitesse;1;;;;860150.0882000029;6508514.811799999;862459.0700000003;6506622.649799999;5.056740872414586;45.65740969827057;5.0857387416001165;45.63983166567112;45.65740969827057, 5.056740872414586;45.63983166567112, 5.0857387416001165
216310;216310;Ligne à grande vitesse;1;;;;616743.9826999977;7088655.414000001;616392.8572999984;7089845.585999999;1.8191733974940356;50.88848752021567;1.813940573473858;50.89911581798694;50.88848752021567, 1.8191733974940356;50.89911581798694, 1.813940573473858
216312;216312;Ligne à grande vitesse;1;;;;616136.5134000033;7091450.005199999;615528.7964000031;7091472.477600001;1.8099616070608395;50.913472110623296;1.8013344699536302;50.91359122124942;50.913472110623296, 1.8099616070608395;50.91359122124942, 1.8013344699536302
431300;431300;Ligne à grande vitesse;1;;;;647550.6466000006;6848978.257599998;646036.8259000033;6847980.826200001;2.2867782128655367;48.73879264781407;2.266320020984991;48.72969720444366;48.73879264781407, 2.2867782128655367;48.72969720444366, 2.266320020984991
431360;431360;Ligne à grande vitesse;1;;;;555591.4782999977;6773252.032400001;554898.369599998;6772775.956700001;1.0619065730797481;48.04369938829727;1.0527657188472253;48.03926310749806;48.04369938829727, 1.0619065730797481;48.03926310749806, 1.0527657188472253
431310;431310;Ligne à grande vitesse;1;;;;550252.1965000033;6733385.7762;550026.1506000012;6732654.287700001;1.0038018784838572;47.68382379551824;1.0010366808625584;47.67719047093355;47.68382379551824, 1.0038018784838572;47.67719047093355, 1.0010366808625584
431305;431305;Ligne à grande vitesse;1;;;;560395.0552000031;6777033.488699999;559623.2150999978;6777811.233199999;1.125145531206429;48.07876142332706;1.1145345121493067;48.0855927129065;48.07876142332706, 1.125145531206429;48.0855927129065, 1.1145345121493067
408305;408305;Ligne à grande vitesse;1;000+000;002+487;7783401e-e28c-11e8-92ff-01b064e0362d;509079.76470000297;6776436.189599998;511298.3475999981;6776709.858800001;0.4366752718632557;48.06041296249264;0.46632389212793807;48.06351859887706;48.06041296249264, 0.4366752718632557;48.06351859887706, 0.46632389212793807
538315;538315;Ligne à grande vitesse;1;000+000;004+073;778318b2-e28c-11e8-92ff-01b064e0362d;486436.1070000008;6603658.490200002;488710.31930000335;6606884.848200001;0.2146948741494719;46.49902297714005;0.24286233195250279;46.52877529413486;46.49902297714005, 0.2146948741494719;46.52877529413486, 0.24286233195250279
408315;408315;Ligne à grande vitesse;1;000+000;001+968;778340c6-e28c-11e8-92ff-01b064e0362d;487237.85819999874;6779154.682999998;485730.4848999977;6780110.679400001;0.14234487254177985;48.078116034589115;0.1216490286410266;48.086220458128125;48.078116034589115, 0.14234487254177985;48.086220458128125, 0.1216490286410266
408340;408340;Ligne à grande vitesse;1;000+000;009+275;7782e8cc-e28c-11e8-92ff-01b064e0362d;456778.2621999979;6761641.494399998;451711.14360000193;6755898.777899999;-0.25663283889210803;47.91002010092975;-0.32116789893088027;47.85648303060621;47.91002010092975, -0.25663283889210803;47.85648303060621, -0.32116789893088027
570380;570380;Ligne à grande vitesse;1;000+000;002+559;77831ace-e28c-11e8-92ff-01b064e0362d;476846.78660000116;6537949.5634;477351.7867999971;6540427.6347;0.12097235558151577;45.904611668424245;0.12631888950622533;45.92707733049511;45.904611668424245, 0.12097235558151577;45.92707733049511, 0.12631888950622533
72311;72311;Ligne à grande vitesse;1;000+000;001+215;7780491e-e28c-11e8-92ff-01b064e0362d;703863.9660999998;6882341.809900001;704385.8439999968;6883292.458299998;3.052848427160413;49.04094720164357;3.059996157844974;49.049491725728956;49.04094720164357, 3.052848427160413;49.049491725728956, 3.059996157844974
226309;226309;Ligne à grande vitesse;1;000+000;001+267;777c7a16-e28c-11e8-92ff-01b064e0362d;691449.8533999994;7022377.9463;692242.3954000026;7023326.094999999;2.8801505242739855;50.29919257434427;2.8912414571824754;50.307715802593286;50.29919257434427, 2.8801505242739855;50.307715802593286, 2.8912414571824754
5329;5329;Ligne à grande vitesse;1;000+000;001+992;777a3468-e28c-11e8-92ff-01b064e0362d;798407.9588000029;6887029.769499999;800167.1589000002;6886378.623199999;4.346913540028414;49.07556390095563;4.370832277828528;49.06943786064801;49.07556390095563, 4.346913540028414;49.06943786064801, 4.370832277828528
752350;752350;Ligne à grande vitesse;1;415+863;419+081;7781f0dc-e28c-11e8-92ff-01b064e0362d;860150.0882000029;6508514.811799999;862459.0700000003;6506622.649799999;5.056740872414586;45.65740969827057;5.0857387416001165;45.63983166567112;45.65740969827057, 5.056740872414586;45.63983166567112, 5.0857387416001165
216310;216310;Ligne à grande vitesse;1;285+331;286+575;777f6374-e28c-11e8-92ff-01b064e0362d;616743.9826999977;7088655.414000001;616392.8572999984;7089845.585999999;1.8191733974940356;50.88848752021567;1.813940573473858;50.89911581798694;50.88848752021567, 1.8191733974940356;50.89911581798694, 1.813940573473858
431360;431360;Ligne à grande vitesse;1;136+692;137+583;57104466-37c0-11ed-80ff-01b46fb51c27;555591.4782999977;6773252.032400001;554898.369599998;6772775.956700001;1.0619065730797481;48.04369938829727;1.0527657188472253;48.03926310749806;48.04369938829727, 1.0619065730797481;48.03926310749806, 1.0527657188472253
431302;431302;Ligne à grande vitesse;1;066+442;066+444;77837ad4-e28c-11e8-92ff-01b064e0362d;608628.6767999977;6814950.261599999;608627.7458999977;6814948.549899999;1.7648117798158345;48.42840266576355;1.7647995595862573;48.42838713748173;48.42840266576355, 1.7648117798158345;48.42838713748173, 1.7647995595862573
538310;538310;Ligne à grande vitesse;1;;;;489035.7730000019;6605367.3594;486720.0050000027;6602313.838399999;0.24779566942922177;46.515221647907154;0.21901179606336874;46.487012651910476;46.515221647907154, 0.24779566942922177;46.487012651910476, 0.21901179606336874
570390;570390;Ligne à grande vitesse;1;;;;473857.23650000244;6504078.305300001;470972.7399000004;6499838.017299999;0.09848735388247487;45.598824512732;0.06353417406225097;45.559707882108654;45.598824512732, 0.09848735388247487;45.559707882108654, 0.06353417406225097
408370;408370;Ligne à grande vitesse;1;;;;408292.4228999987;6780174.27;414619.4679000005;6782913.0315999985;-0.9171637444781803;48.05681567012413;-0.8341209556534693;48.084224662457444;48.05681567012413, -0.9171637444781803;48.084224662457444, -0.8341209556534693
752358;752358;Ligne à grande vitesse;1;;;;865341.5205999985;6302207.0887;865276.6981000006;6301552.042199999;5.054461876514762;43.79951988472634;5.053445165419773;43.79364241401639;43.79951988472634, 5.054461876514762;43.79364241401639, 5.053445165419773
570380;570380;Ligne à grande vitesse;1;;;;476846.78660000116;6537949.5634;477351.7867999971;6540427.6347;0.12097235558151577;45.904611668424245;0.12631888950622533;45.92707733049511;45.904611668424245, 0.12097235558151577;45.92707733049511, 0.12631888950622533
216302;216302;Ligne à grande vitesse;1;;;;710039.9957000017;7054130.7903;711946.25;7052742.395300001;3.1415307751150903;50.58420730526104;3.16836085884561;50.57171290949139;50.58420730526104, 3.1415307751150903;50.57171290949139, 3.16836085884561
226309;226309;Ligne à grande vitesse;1;;;;691449.8533999994;7022377.9463;692242.3954000026;7023326.094999999;2.8801505242739855;50.29919257434427;2.8912414571824754;50.307715802593286;50.29919257434427, 2.8801505242739855;50.307715802593286, 2.8912414571824754
752354;752354;Ligne à grande vitesse;1;;;;835704.1912999973;6357864.758099999;836096.7111999989;6354804.261999998;4.7012241483125035;44.30664976880583;4.705314885322642;44.27903151145665;44.30664976880583, 4.7012241483125035;44.27903151145665, 4.705314885322642
167320;167320;Ligne à grande vitesse;1;;;;1004980.4496999979;6859939.410100002;1006488.947300002;6860678.934599999;7.151341665036362;48.76738663790645;7.172368382165815;48.773313852959085;48.76738663790645, 7.151341665036362;48.773313852959085, 7.172368382165815
429000;429000;Ligne à grande vitesse;1;;;;559735.7956999987;6777879.266100001;511747.9017999992;6775366.548900001;1.1160242623217984;48.086228918195594;0.4729329111361345;48.05156627519086;48.086228918195594, 1.1160242623217984;48.05156627519086, 0.4729329111361345
429310;429310;Ligne à grande vitesse;1;;;;511747.9017999992;6775366.548900001;508690.2243999988;6775073.8006;0.4729329111361345;48.05156627519086;0.4320435843154122;48.04804569706252;48.05156627519086, 0.4729329111361345;48.04804569706252, 0.4320435843154122
